id,category,vec
452,10,"[ 3.  2.  0. ...,  0.  0.  0.]"
453,3,"[ 26.   3.   6. ...,   0.   0.   0.]"
454,10,"[ 37.  25.  18. ...,   0.   0.   0.]"
455,7,"[ 23.   4.   5. ...,   0.   0.   0.]"
456,10,"[ 11.   4.   5. ...,   0.   0.   0.]"
457,10,"[ 4.  2.  2. ...,  0.  0.  0.]"
458,5,"[ 26.   3.   8. ...,   0.   0.   0.]"
459,4,"[ 34.  14.  10. ...,   0.   0.   0.]"
460,3,"[ 5.  0.  2. ...,  0.  0.  0.]"
461,5,"[ 5.  1.  2. ...,  0.  0.  0.]"
462,8,"[ 7.  2.  2. ...,  0.  0.  0.]"
463,9,"[ 59.  31.  25. ...,   0.   0.   0.]"
464,5,"[ 35.  15.  14. ...,   0.   0.   0.]"
465,4,"[ 35.   6.   8. ...,   0.   0.   0.]"
466,6,"[ 23.  10.  10. ...,   0.   0.   0.]"
467,9,"[ 33.   2.   4. ...,   0.   0.   0.]"
468,3,"[ 19.   4.   4. ...,   0.   0.   0.]"
469,9,"[ 39.  19.   6. ...,   0.   0.   0.]"
470,5,"[ 36.  16.  18. ...,   0.   0.   0.]"
471,9,"[ 24.   4.   7. ...,   0.   0.   0.]"
472,4,"[ 46.   7.   6. ...,   0.   0.   0.]"
473,1,"[ 31.  10.  10. ...,   0.   0.   0.]"
474,8,"[ 26.  15.   8. ...,   0.   0.   0.]"
475,5,"[ 21.  19.  11. ...,   0.   0.   0.]"
476,6,"[ 43.  15.  24. ...,   0.   0.   0.]"
477,1,"[ 15.  11.   5. ...,   0.   0.   0.]"
478,8,"[ 56.  27.  16. ...,   0.   0.   0.]"
479,8,"[ 37.  29.  25. ...,   0.   0.   0.]"
480,2,"[ 3.  1.  2. ...,  0.  0.  0.]"
481,4,"[ 28.   6.  12. ...,   0.   0.   0.]"
482,1,"[ 4.  1.  2. ...,  0.  0.  0.]"
483,9,"[ 31.   8.   8. ...,   0.   0.   0.]"
484,5,"[ 40.  14.   8. ...,   0.   0.   0.]"
485,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
486,2,"[ 15.   6.   4. ...,   0.   0.   0.]"
487,7,"[ 12.   5.   5. ...,   0.   0.   0.]"
488,10,"[ 45.  17.  11. ...,   0.   0.   0.]"
489,3,"[ 11.   2.   3. ...,   0.   0.   0.]"
490,6,"[ 24.  10.   8. ...,   0.   0.   0.]"
491,6,"[ 29.  10.  11. ...,   0.   0.   0.]"
492,6,"[ 8.  7.  9. ...,  0.  0.  0.]"
493,5,"[ 38.  12.  19. ...,   0.   0.   0.]"
494,4,"[ 39.   9.  12. ...,   0.   0.   0.]"
495,1,"[ 15.   2.   8. ...,   0.   0.   0.]"
496,5,"[ 27.   6.  13. ...,   0.   0.   0.]"
497,9,"[ 38.  17.  22. ...,   0.   0.   0.]"
498,4,"[ 27.   4.   9. ...,   0.   0.   0.]"
499,4,"[ 45.  12.  11. ...,   0.   0.   0.]"
500,10,"[ 27.   8.   8. ...,   0.   0.   0.]"
501,3,"[ 45.  16.  14. ...,   0.   0.   0.]"
502,4,"[ 32.   6.  10. ...,   0.   0.   0.]"
503,2,"[ 21.   5.   7. ...,   0.   0.   0.]"
504,6,"[ 62.  35.  39. ...,   0.   0.   0.]"
505,4,"[ 47.   4.   8. ...,   0.   0.   0.]"
506,4,"[ 40.  11.  15. ...,   0.   0.   0.]"
507,8,"[ 29.   3.   7. ...,   0.   0.   0.]"
508,1,"[ 16.   8.   8. ...,   0.   0.   0.]"
509,5,"[ 6.  0.  1. ...,  0.  0.  0.]"
510,7,"[ 12.   4.   4. ...,   0.   0.   0.]"
511,6,"[ 28.   6.  13. ...,   0.   0.   0.]"
512,3,"[ 24.   9.   7. ...,   0.   0.   0.]"
513,9,"[ 46.  25.  16. ...,   0.   1.   0.]"
514,2,"[ 14.   5.   7. ...,   0.   0.   0.]"
515,9,"[ 25.  11.   8. ...,   0.   0.   0.]"
516,8,"[ 26.   8.   6. ...,   0.   0.   0.]"
517,2,"[ 36.  12.  13. ...,   0.   0.   0.]"
518,9,"[ 41.   8.  12. ...,   0.   0.   0.]"
519,9,"[ 30.   9.   9. ...,   0.   0.   0.]"
520,2,"[ 25.   5.   8. ...,   0.   0.   0.]"
521,5,"[ 9.  3.  5. ...,  0.  0.  0.]"
522,6,"[ 27.  13.  19. ...,   0.   0.   0.]"
523,6,"[ 25.   5.   9. ...,   0.   0.   0.]"
524,1,"[ 30.   8.  14. ...,   0.   0.   0.]"
525,1,"[ 29.  20.  14. ...,   0.   0.   0.]"
526,2,"[ 27.   4.   7. ...,   0.   0.   0.]"
527,5,"[ 42.  12.  12. ...,   0.   0.   0.]"
528,5,"[ 7.  6.  6. ...,  0.  0.  0.]"
529,3,"[ 6.  5.  2. ...,  0.  0.  0.]"
530,9,"[ 31.   4.   7. ...,   0.   0.   0.]"
531,3,"[ 37.   5.   8. ...,   0.   0.   0.]"
532,5,"[ 42.  16.  17. ...,   0.   0.   0.]"
533,3,"[ 26.   1.  10. ...,   0.   0.   0.]"
534,4,"[ 36.  13.  10. ...,   0.   0.   0.]"
535,2,"[ 34.   5.   6. ...,   0.   0.   0.]"
536,8,"[ 37.  10.   8. ...,   0.   0.   0.]"
537,3,"[ 6.  3.  2. ...,  0.  0.  0.]"
538,8,"[ 6.  7.  5. ...,  0.  0.  0.]"
539,5,"[ 33.  22.  11. ...,   0.   0.   0.]"
540,4,"[ 36.  15.  11. ...,   0.   0.   0.]"
541,2,"[ 16.   4.   4. ...,   0.   0.   0.]"
542,9,"[ 18.   7.   4. ...,   0.   0.   0.]"
543,9,"[ 33.   6.   6. ...,   0.   0.   0.]"
544,10,"[ 2.  1.  0. ...,  0.  0.  0.]"
545,7,"[ 34.   7.   9. ...,   0.   0.   0.]"
546,3,"[ 37.   8.   9. ...,   0.   0.   0.]"
547,1,"[ 40.  15.  13. ...,   0.   0.   0.]"
548,9,"[ 50.  14.  10. ...,   0.   0.   0.]"
549,1,"[ 43.  12.  13. ...,   0.   0.   0.]"
550,7,"[ 18.   8.  13. ...,   0.   0.   0.]"
551,7,"[ 24.  11.  15. ...,   0.   0.   0.]"
552,8,"[ 46.  10.  10. ...,   0.   0.   0.]"
553,4,"[ 39.   6.   9. ...,   0.   0.   0.]"
554,8,"[ 25.   4.   6. ...,   0.   0.   0.]"
555,7,"[ 13.   6.   5. ...,   0.   0.   0.]"
556,9,"[ 32.   9.  13. ...,   0.   0.   0.]"
557,5,"[ 29.  15.  11. ...,   0.   0.   0.]"
558,3,"[ 13.   5.   3. ...,   0.   0.   0.]"
559,1,"[ 26.   6.   8. ...,   0.   0.   0.]"
560,9,"[ 35.   5.   7. ...,   0.   0.   0.]"
561,9,"[ 35.   7.  11. ...,   0.   0.   0.]"
562,1,"[ 18.   2.   6. ...,   0.   0.   0.]"
563,3,"[ 3.  1.  2. ...,  0.  0.  0.]"
564,5,"[ 28.  14.   6. ...,   0.   0.   0.]"
565,9,"[ 43.  11.  11. ...,   0.   0.   0.]"
566,5,"[ 2.  1.  1. ...,  0.  0.  0.]"
567,5,"[ 12.   4.   3. ...,   0.   0.   0.]"
568,3,"[ 16.   3.   6. ...,   0.   0.   0.]"
569,2,"[ 26.   3.   4. ...,   0.   0.   1.]"
570,10,"[ 23.  10.   7. ...,   0.   0.   0.]"
571,8,"[ 32.   2.   8. ...,   0.   0.   0.]"
572,6,"[ 32.  11.  18. ...,   0.   0.   0.]"
573,9,"[ 29.   6.   6. ...,   0.   0.   0.]"
574,6,"[ 17.   8.  10. ...,   0.   0.   0.]"
575,9,"[ 30.  10.  14. ...,   0.   0.   0.]"
576,7,"[ 21.  13.  12. ...,   0.   0.   0.]"
577,1,"[ 23.   9.  11. ...,   0.   0.   0.]"
578,2,"[ 18.   9.   3. ...,   0.   0.   0.]"
579,2,"[ 37.  23.  14. ...,   0.   0.   0.]"
580,2,"[ 9.  2.  3. ...,  0.  0.  0.]"
581,5,"[ 4.  0.  3. ...,  0.  0.  0.]"
582,4,"[ 46.  17.  12. ...,   0.   0.   0.]"
583,9,"[ 38.  12.   7. ...,   0.   0.   0.]"
584,10,"[ 5.  0.  1. ...,  0.  0.  0.]"
585,6,"[ 18.  10.  12. ...,   0.   0.   0.]"
586,3,"[ 22.   3.   9. ...,   0.   0.   0.]"
587,2,"[ 12.   4.   6. ...,   0.   0.   0.]"
588,5,"[ 36.  18.  14. ...,   0.   0.   0.]"
589,7,"[ 51.  10.  10. ...,   0.   0.   0.]"
590,10,"[ 1.  0.  0. ...,  0.  0.  0.]"
591,7,"[ 38.  15.  16. ...,   0.   0.   0.]"
592,5,"[ 0.  0.  0. ...,  0.  0.  0.]"
593,9,"[ 77.  22.  15. ...,   0.   0.   0.]"
594,8,"[ 4.  2.  1. ...,  0.  0.  0.]"
595,2,"[ 21.  11.   6. ...,   0.   0.   0.]"
596,2,"[ 45.  21.  11. ...,   0.   0.   0.]"
597,2,"[ 53.  14.  14. ...,   0.   0.   0.]"
598,4,"[ 53.   8.  15. ...,   0.   0.   0.]"
599,6,"[ 27.  17.   7. ...,   0.   0.   0.]"
600,5,"[ 16.   2.   6. ...,   0.   0.   0.]"
601,5,"[ 13.  10.   9. ...,   0.   0.   0.]"
602,7,"[ 36.   5.   6. ...,   0.   0.   0.]"
603,7,"[ 3.  0.  2. ...,  0.  0.  0.]"
604,5,"[ 2.  1.  3. ...,  0.  0.  0.]"
605,5,"[ 38.  13.  15. ...,   0.   0.   0.]"
606,5,"[ 31.  10.   9. ...,   0.   0.   0.]"
607,9,"[ 47.   4.   7. ...,   0.   0.   0.]"
608,10,"[ 81.  54.  39. ...,   0.   0.   0.]"
609,8,"[ 20.   8.   5. ...,   0.   0.   0.]"
610,8,"[ 35.   6.   9. ...,   0.   0.   0.]"
611,9,"[ 62.  10.  22. ...,   0.   0.   0.]"
612,6,"[ 15.  10.   8. ...,   0.   0.   0.]"
613,9,"[ 28.   6.   9. ...,   0.   0.   0.]"
614,6,"[ 30.  13.  15. ...,   0.   0.   0.]"
615,3,"[ 7.  0.  3. ...,  0.  0.  0.]"
616,1,"[ 36.   4.  13. ...,   0.   0.   0.]"
617,2,"[ 22.   1.   6. ...,   0.   0.   0.]"
618,10,"[ 43.   9.  10. ...,   0.   0.   0.]"
619,4,"[ 18.   7.   5. ...,   0.   0.   0.]"
620,2,"[ 36.   9.  13. ...,   0.   0.   0.]"
621,3,"[ 23.   6.   5. ...,   0.   0.   0.]"
622,8,"[ 6.  1.  3. ...,  0.  0.  0.]"
623,9,"[ 50.  15.  11. ...,   0.   0.   0.]"
624,4,"[ 31.   4.   9. ...,   0.   0.   0.]"
625,7,"[ 29.   7.   7. ...,   0.   0.   0.]"
626,6,"[ 27.  13.  13. ...,   0.   0.   0.]"
627,9,"[ 66.  15.  25. ...,   0.   0.   0.]"
628,4,"[ 35.   4.   6. ...,   0.   0.   0.]"
629,1,"[ 15.   1.   7. ...,   0.   0.   0.]"
630,4,"[ 38.   9.  14. ...,   0.   0.   0.]"
631,1,"[ 47.   7.  17. ...,   0.   0.   0.]"
632,5,"[ 19.   4.  11. ...,   0.   0.   0.]"
633,2,"[ 28.   4.  13. ...,   0.   0.   0.]"
634,6,"[ 30.  11.  13. ...,   0.   0.   0.]"
635,6,"[ 16.  11.  11. ...,   0.   0.   0.]"
636,1,"[ 34.   4.   8. ...,   0.   0.   0.]"
637,8,"[ 26.   2.   7. ...,   0.   0.   0.]"
638,5,"[ 18.   7.   8. ...,   0.   0.   0.]"
639,4,"[ 47.  11.  10. ...,   0.   0.   0.]"
640,7,"[ 42.  11.  10. ...,   0.   0.   0.]"
641,3,"[ 33.   5.  11. ...,   0.   0.   0.]"
642,10,"[ 19.   9.   1. ...,   0.   0.   0.]"
643,5,"[ 24.   9.   8. ...,   0.   0.   0.]"
644,6,"[ 19.  18.  16. ...,   0.   0.   0.]"
645,2,"[ 38.   1.   7. ...,   0.   0.   0.]"
646,2,"[ 32.   6.  10. ...,   0.   0.   0.]"
647,3,"[ 27.  16.   6. ...,   0.   0.   0.]"
648,10,"[ 5.  0.  1. ...,  0.  0.  0.]"
649,7,"[ 33.   0.   8. ...,   0.   0.   0.]"
650,7,"[ 26.  10.   8. ...,   0.   0.   0.]"
651,3,"[ 21.   2.   8. ...,   0.   0.   0.]"
652,7,"[ 33.   6.  11. ...,   0.   0.   0.]"
653,1,"[ 10.   1.   3. ...,   0.   0.   0.]"
654,6,"[ 2.  1.  1. ...,  0.  0.  0.]"
655,8,"[ 9.  1.  5. ...,  0.  0.  0.]"
656,1,"[ 30.   7.  13. ...,   0.   0.   0.]"
657,4,"[ 29.   9.   7. ...,   0.   0.   0.]"
658,10,"[ 6.  3.  2. ...,  0.  0.  0.]"
659,9,"[ 17.  13.   6. ...,   0.   0.   0.]"
660,7,"[ 36.   2.   9. ...,   0.   0.   0.]"
661,8,"[ 33.  18.   8. ...,   0.   0.   0.]"
662,6,"[ 12.   9.   9. ...,   0.   0.   0.]"
663,4,"[ 42.   5.  11. ...,   0.   0.   0.]"
664,10,"[ 15.   8.   4. ...,   0.   0.   0.]"
665,8,"[ 45.  12.  10. ...,   0.   0.   0.]"
666,2,"[ 38.  14.  14. ...,   0.   0.   0.]"
667,3,"[ 8.  5.  2. ...,  0.  0.  0.]"
668,3,"[ 58.   6.  14. ...,   0.   0.   0.]"
669,3,"[ 23.  21.   8. ...,   0.   0.   0.]"
670,4,"[ 28.   6.   6. ...,   0.   0.   0.]"
671,9,"[ 56.  29.  11. ...,   0.   0.   0.]"
672,5,"[ 30.  14.  14. ...,   0.   0.   0.]"
673,1,"[ 30.  12.  10. ...,   0.   0.   0.]"
674,8,"[ 28.  20.  14. ...,   0.   0.   0.]"
675,5,"[ 22.   6.   7. ...,   0.   0.   0.]"
676,3,"[ 32.   8.   8. ...,   0.   0.   0.]"
677,9,"[ 32.   3.  11. ...,   0.   0.   0.]"
678,6,"[ 20.   5.   8. ...,   0.   0.   0.]"
679,7,"[ 28.  11.  15. ...,   0.   0.   0.]"
680,9,"[ 31.  12.  11. ...,   0.   0.   0.]"
681,1,"[ 22.  14.   6. ...,   0.   0.   0.]"
682,6,"[ 46.  13.  20. ...,   0.   0.   0.]"
683,7,"[ 30.  12.  11. ...,   0.   0.   0.]"
684,10,"[ 35.  17.  11. ...,   0.   0.   0.]"
685,7,"[ 18.  10.   5. ...,   0.   0.   0.]"
686,6,"[ 76.  52.  37. ...,   0.   0.   0.]"
687,4,"[ 15.  10.   3. ...,   0.   0.   0.]"
688,8,"[ 21.  12.   7. ...,   0.   0.   0.]"
689,10,"[ 24.  15.   7. ...,   0.   0.   0.]"
690,7,"[ 26.   6.   6. ...,   0.   0.   0.]"
691,5,"[ 19.   9.   9. ...,   0.   0.   0.]"
692,5,"[ 3.  1.  1. ...,  0.  0.  0.]"
693,10,"[ 36.  18.  13. ...,   0.   0.   0.]"
694,8,"[ 29.   5.   6. ...,   0.   0.   0.]"
695,4,"[ 32.  19.  13. ...,   0.   0.   0.]"
696,2,"[ 14.   6.   4. ...,   0.   0.   0.]"
697,10,"[ 63.  22.  29. ...,   0.   0.   0.]"
698,5,"[ 36.  16.  12. ...,   0.   0.   0.]"
699,9,"[ 57.  32.  17. ...,   0.   0.   0.]"
700,6,"[ 12.   7.   9. ...,   0.   0.   0.]"
701,5,"[ 25.   8.  11. ...,   0.   0.   0.]"
702,10,"[ 23.   4.   6. ...,   0.   0.   0.]"
703,7,"[ 46.   7.   9. ...,   0.   0.   0.]"
704,7,"[ 29.   8.   6. ...,   0.   0.   0.]"
705,3,"[ 29.  10.   7. ...,   0.   0.   0.]"
706,1,"[ 20.   4.   5. ...,   0.   0.   0.]"
707,2,"[ 9.  3.  3. ...,  0.  0.  0.]"
708,6,"[ 31.  19.  10. ...,   0.   0.   0.]"
709,4,"[ 31.  11.   6. ...,   0.   0.   0.]"
710,5,"[ 23.   5.   7. ...,   0.   0.   0.]"
711,3,"[ 29.  18.   8. ...,   0.   0.   0.]"
712,5,"[ 18.   6.   7. ...,   0.   0.   0.]"
713,7,"[ 14.   3.   5. ...,   0.   0.   0.]"
714,2,"[ 39.  12.  13. ...,   0.   0.   0.]"
715,1,"[ 23.  10.   6. ...,   0.   0.   0.]"
716,10,"[ 39.   9.  12. ...,   0.   0.   0.]"
717,5,"[ 28.  14.  13. ...,   0.   0.   0.]"
718,8,"[ 26.   9.   9. ...,   0.   0.   0.]"
719,7,"[ 45.   8.   6. ...,   0.   0.   0.]"
720,1,"[ 34.  10.   7. ...,   0.   0.   0.]"
721,4,"[ 36.  11.   9. ...,   0.   0.   0.]"
722,10,"[ 54.  43.  19. ...,   0.   0.   0.]"
723,8,"[ 31.  22.   9. ...,   0.   0.   0.]"
724,10,"[ 30.  14.   8. ...,   0.   0.   0.]"
725,3,"[ 21.   7.   4. ...,   0.   0.   0.]"
726,7,"[ 29.  18.   8. ...,   0.   0.   0.]"
727,6,"[ 14.   9.   7. ...,   0.   0.   0.]"
728,10,"[ 73.  24.  25. ...,   0.   1.   0.]"
729,10,"[ 25.   8.   8. ...,   0.   0.   0.]"
730,4,"[ 18.   4.   4. ...,   0.   0.   0.]"
731,6,"[ 23.  15.  14. ...,   0.   0.   0.]"
732,10,"[ 53.  43.  29. ...,   0.   0.   0.]"
733,6,"[ 10.   6.  10. ...,   0.   0.   0.]"
734,10,"[ 62.  34.  32. ...,   0.   0.   0.]"
735,6,"[ 13.   3.   7. ...,   0.   0.   0.]"
736,6,"[ 33.  16.  16. ...,   0.   0.   0.]"
737,7,"[ 34.  13.  10. ...,   0.   0.   0.]"
738,5,"[ 38.  20.  13. ...,   0.   0.   0.]"
739,1,"[ 39.  12.  12. ...,   0.   0.   0.]"
740,5,"[ 33.  23.  14. ...,   0.   0.   0.]"
741,6,"[ 18.  22.  13. ...,   0.   0.   0.]"
742,1,"[ 35.   6.  14. ...,   0.   0.   0.]"
743,1,"[ 17.   7.   4. ...,   0.   0.   0.]"
744,1,"[ 29.  21.  13. ...,   0.   0.   0.]"
745,6,"[ 22.  12.   6. ...,   0.   0.   0.]"
746,4,"[ 35.   7.   9. ...,   0.   0.   0.]"
747,10,"[ 50.  19.  14. ...,   0.   0.   0.]"
748,2,"[ 36.  11.  11. ...,   0.   0.   0.]"
749,4,"[ 47.   6.  11. ...,   0.   0.   0.]"
750,4,"[ 42.  19.  11. ...,   0.   0.   0.]"
751,7,"[ 37.  17.  16. ...,   0.   0.   0.]"
752,8,"[ 25.   0.   7. ...,   0.   0.   0.]"
753,2,"[ 3.  0.  2. ...,  0.  0.  0.]"
754,4,"[ 22.   5.   7. ...,   0.   0.   0.]"
755,8,"[ 15.   4.   6. ...,   0.   0.   0.]"
756,7,"[ 28.   6.   7. ...,   0.   0.   0.]"
757,10,"[ 25.   9.  10. ...,   0.   0.   0.]"
758,4,"[ 42.   7.  14. ...,   0.   0.   0.]"
759,4,"[ 29.   4.  10. ...,   0.   0.   0.]"
760,4,"[ 25.   1.   5. ...,   0.   0.   0.]"
761,5,"[ 29.  11.  13. ...,   0.   0.   0.]"
762,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
763,10,"[ 33.  13.  11. ...,   0.   0.   0.]"
764,5,"[ 31.  10.  13. ...,   0.   0.   0.]"
765,1,"[ 9.  2.  2. ...,  0.  0.  0.]"
766,1,"[ 53.  16.  15. ...,   0.   0.   0.]"
767,5,"[ 25.   9.   9. ...,   0.   0.   0.]"
768,9,"[ 19.   2.  10. ...,   0.   0.   0.]"
769,4,"[ 40.  10.   8. ...,   0.   0.   0.]"
770,10,"[ 112.   86.   22. ...,    0.    0.    0.]"
771,5,"[ 17.   6.   6. ...,   0.   0.   0.]"
772,4,"[ 42.   8.  10. ...,   0.   0.   0.]"
773,9,"[ 49.  22.  21. ...,   0.   0.   0.]"
774,1,"[ 52.  13.  13. ...,   0.   0.   0.]"
775,1,"[ 53.  13.  13. ...,   0.   0.   0.]"
776,4,"[ 41.   6.  10. ...,   0.   0.   0.]"
777,7,"[ 23.   7.  10. ...,   0.   0.   0.]"
778,9,"[ 21.   5.   6. ...,   0.   0.   0.]"
779,2,"[ 24.   8.   9. ...,   0.   0.   0.]"
780,9,"[ 26.  18.  15. ...,   0.   0.   0.]"
781,10,"[ 2.  1.  1. ...,  0.  0.  0.]"
782,1,"[ 39.  18.   9. ...,   0.   0.   0.]"
783,2,"[ 12.   1.   4. ...,   0.   0.   0.]"
784,10,"[ 48.  21.  22. ...,   0.   0.   0.]"
785,6,"[ 13.   6.   7. ...,   0.   0.   0.]"
786,9,"[ 24.  10.   7. ...,   0.   0.   0.]"
787,7,"[ 20.   9.   4. ...,   0.   0.   0.]"
788,8,"[ 33.  13.  11. ...,   0.   0.   0.]"
789,9,"[ 52.  25.  38. ...,   0.   0.   0.]"
790,5,"[ 48.  21.  12. ...,   0.   0.   0.]"
791,3,"[ 19.   4.   6. ...,   0.   0.   0.]"
792,10,"[ 2.  3.  1. ...,  0.  0.  0.]"
793,4,"[ 3.  0.  3. ...,  0.  0.  0.]"
794,2,"[ 41.  12.  14. ...,   0.   0.   0.]"
795,9,"[ 36.   6.   9. ...,   0.   0.   0.]"
796,7,"[ 35.  10.   8. ...,   0.   0.   0.]"
797,7,"[ 32.   9.   8. ...,   0.   0.   0.]"
798,3,"[ 11.   2.   2. ...,   0.   0.   0.]"
799,10,"[ 29.  34.  12. ...,   0.   0.   0.]"
800,5,"[ 16.   5.  10. ...,   0.   0.   0.]"
801,8,"[ 34.   7.  11. ...,   0.   0.   0.]"
802,4,"[ 29.   7.   6. ...,   0.   0.   0.]"
803,9,"[ 29.   1.   8. ...,   0.   0.   0.]"
804,5,"[ 4.  2.  5. ...,  0.  0.  0.]"
805,4,"[ 30.   2.  10. ...,   0.   0.   0.]"
806,1,"[ 50.  18.  10. ...,   0.   0.   0.]"
807,9,"[ 29.   3.   9. ...,   0.   0.   0.]"
808,10,"[ 29.  10.  12. ...,   0.   0.   0.]"
809,9,"[ 38.   6.   9. ...,   0.   0.   0.]"
810,1,"[ 76.  41.  25. ...,   0.   0.   0.]"
811,9,"[ 50.  21.  13. ...,   0.   0.   0.]"
812,5,"[ 40.  17.  11. ...,   0.   0.   0.]"
813,4,"[ 40.   3.  10. ...,   0.   0.   0.]"
814,7,"[ 34.  12.  12. ...,   0.   0.   0.]"
815,10,"[ 29.   8.  11. ...,   0.   0.   0.]"
816,7,"[ 20.  13.  13. ...,   0.   0.   0.]"
817,3,"[ 28.   4.   8. ...,   0.   0.   0.]"
818,7,"[ 24.   6.   6. ...,   0.   0.   0.]"
819,2,"[ 6.  2.  2. ...,  0.  0.  0.]"
820,8,"[ 47.  24.  16. ...,   0.   0.   0.]"
821,8,"[ 43.   7.  12. ...,   0.   0.   0.]"
822,2,"[ 16.   6.   5. ...,   0.   0.   0.]"
823,7,"[ 26.   2.   8. ...,   0.   0.   0.]"
824,5,"[ 16.   1.   6. ...,   0.   0.   0.]"
825,7,"[ 16.   3.   5. ...,   0.   0.   0.]"
826,7,"[ 36.   6.  15. ...,   0.   0.   0.]"
827,3,"[ 35.   1.   7. ...,   0.   0.   0.]"
828,9,"[ 29.   3.   8. ...,   0.   0.   0.]"
829,4,"[ 29.   4.   7. ...,   0.   0.   0.]"
830,7,"[ 29.  16.  13. ...,   0.   0.   0.]"
831,10,"[ 49.  30.  16. ...,   0.   0.   0.]"
832,1,"[ 54.  14.  21. ...,   0.   0.   0.]"
833,2,"[ 46.   5.   8. ...,   0.   0.   0.]"
834,9,"[ 24.  11.   5. ...,   0.   0.   0.]"
835,9,"[ 42.  17.  19. ...,   0.   0.   0.]"
836,9,"[ 51.  12.  21. ...,   0.   0.   0.]"
837,8,"[ 30.   7.   6. ...,   0.   0.   0.]"
838,9,"[ 65.  19.  17. ...,   0.   0.   0.]"
839,6,"[ 24.  12.  12. ...,   0.   0.   0.]"
840,7,"[ 33.  13.  12. ...,   0.   0.   0.]"
841,8,"[ 8.  3.  4. ...,  0.  0.  0.]"
842,3,"[ 27.   9.  11. ...,   0.   0.   0.]"
843,8,"[ 17.   4.   3. ...,   0.   0.   0.]"
844,10,"[ 0.  2.  2. ...,  0.  0.  0.]"
845,9,"[ 50.  11.  16. ...,   0.   0.   0.]"
846,3,"[ 16.   3.   6. ...,   0.   0.   0.]"
847,1,"[ 38.   8.  16. ...,   0.   0.   0.]"
848,1,"[ 62.  45.  30. ...,   0.   0.   0.]"
849,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
850,1,"[ 22.  15.  11. ...,   0.   0.   0.]"
851,6,"[ 0.  0.  0. ...,  0.  0.  0.]"
852,2,"[ 24.   2.   9. ...,   0.   0.   0.]"
853,7,"[ 28.   3.   8. ...,   0.   0.   0.]"
854,1,"[ 47.  18.   9. ...,   0.   0.   0.]"
855,8,"[ 12.   3.   4. ...,   0.   0.   0.]"
856,5,"[ 23.   8.   8. ...,   0.   0.   0.]"
857,2,"[ 61.  75.  10. ...,   0.   0.   0.]"
858,8,"[ 38.  11.  10. ...,   0.   0.   0.]"
859,3,"[ 27.   7.   7. ...,   0.   0.   0.]"
860,7,"[ 1.  0.  1. ...,  0.  0.  0.]"
861,7,"[ 21.   2.   9. ...,   0.   0.   0.]"
862,7,"[ 26.  10.   7. ...,   0.   0.   0.]"
863,7,"[ 24.  12.  11. ...,   0.   0.   0.]"
864,3,"[ 14.   5.   4. ...,   0.   0.   0.]"
865,4,"[ 31.   9.   8. ...,   0.   0.   0.]"
866,3,"[ 18.   3.   6. ...,   0.   0.   0.]"
867,7,"[ 32.   7.   4. ...,   0.   0.   0.]"
868,2,"[ 17.   5.   5. ...,   0.   0.   0.]"
869,9,"[ 26.   8.   7. ...,   0.   0.   0.]"
870,2,"[ 30.   5.   7. ...,   0.   0.   0.]"
871,8,"[ 17.   4.   4. ...,   0.   0.   0.]"
872,7,"[ 25.   8.   6. ...,   0.   0.   0.]"
873,10,"[ 115.   46.   40. ...,    0.    0.    0.]"
874,2,"[ 25.   8.   8. ...,   0.   0.   0.]"
875,2,"[ 53.  24.  19. ...,   0.   0.   0.]"
876,10,"[ 3.  2.  0. ...,  0.  0.  0.]"
877,6,"[ 17.  11.  11. ...,   0.   0.   0.]"
878,9,"[ 36.  10.   8. ...,   0.   0.   0.]"
879,2,"[ 42.   8.  10. ...,   0.   0.   0.]"
880,7,"[ 38.   1.   8. ...,   0.   0.   0.]"
881,9,"[ 17.   8.   3. ...,   0.   0.   0.]"
882,4,"[ 3.  1.  1. ...,  0.  0.  0.]"
883,10,"[ 63.  38.  13. ...,   0.   0.   0.]"
884,7,"[ 42.   8.   6. ...,   0.   0.   0.]"
885,9,"[ 26.   6.  11. ...,   0.   0.   0.]"
886,6,"[ 14.  12.   6. ...,   0.   0.   0.]"
887,5,"[ 27.   6.  11. ...,   0.   0.   0.]"
888,9,"[ 75.  31.  25. ...,   0.   0.   0.]"
889,10,"[ 5.  0.  1. ...,  0.  0.  0.]"
890,6,"[ 8.  1.  4. ...,  0.  0.  0.]"
891,9,"[ 49.  13.  12. ...,   0.   0.   0.]"
892,7,"[ 27.  15.  11. ...,   0.   0.   0.]"
893,7,"[ 19.   2.   6. ...,   0.   0.   0.]"
894,3,"[ 14.   3.   4. ...,   0.   0.   0.]"
895,7,"[ 42.   5.  13. ...,   0.   0.   0.]"
896,7,"[ 29.  18.  10. ...,   0.   0.   0.]"
897,1,"[ 24.   6.   9. ...,   0.   0.   0.]"
898,5,"[ 36.   4.   9. ...,   0.   0.   0.]"
899,4,"[ 17.   4.   4. ...,   0.   0.   0.]"
900,6,"[ 20.  10.   9. ...,   0.   0.   0.]"
901,1,"[ 33.  20.   8. ...,   0.   0.   0.]"
902,9,"[ 50.  28.  25. ...,   0.   0.   0.]"
